vertex_string_list,wpts_y_unreal,wpts_x_unreal,wpts_z_unreal
vert627,-4176.67724125201,-1209.14817241061,10
vert628,-4160.56537965101,-1218.35683118351,10
vert629,-4144.54396959421,-1228.00706902762,10
vert630,-4128.72243061858,-1238.14657064572,10
vert631,-4113.21408751381,-1248.81823807534,10
vert632,-4098.13463209647,-1260.05977966197,10
vert633,-4083.60058478091,-1271.90329903259,10
vert634,-4069.72775594662,-1284.37488406966,10
vert635,-4056.62970710239,-1297.49419588533,10
vert636,-4044.416211847,-1311.27405779609,10
vert637,-4033.19171662654,-1325.72004429774,10
vert638,-4023.0538012884,-1340.83007004068,10
vert639,-4014.09163943185,-1356.5939788056,10
vert640,-4006.38445855528,-1372.99313247946,10
vert641,-4000.00000000004,-1390.00000005245,10
vert642,-3994.99299839654,-1407.57775601985,10
vert643,-3991.40417495859,-1425.68012959435,10
vert644,-3989.26052624581,-1444.25189102481,10
vert645,-3988.5761158359,-1463.22958816997,10
vert646,-3989.35288472959,-1482.54229252607,10
vert647,-3991.58146190736,-1502.11234526787,10
vert648,-3995.24197503789,-1521.85610330304,10
vert649,-4000.30486133827,-1541.68468534,10
vert650,-4006.73167858591,-1561.50471796917,10
vert651,-4014.47591628223,-1581.21908175757,10
vert652,-4023.48380696803,-1600.72765735691,10
vert653,-4033.69513769068,-1619.92807162499,10
vert654,-4045.04406162295,-1638.71644376059,10
vert655,-4057.45990983367,-1656.98813145173,10
vert656,-4070.86800321008,-1674.63847703734,10
vert657,-4085.19046453188,-1691.56355368231,10
vert658,-4100.34703069712,-1707.66091156602,10
vert659,-4116.25586509976,-1722.83032408418,10
vert660,-4132.83437015891,-1736.97453406415,10
vert661,-4149.99999999997,-1750.00000000789,10
vert662,-4167.67106409362,-1761.8176407884,10
vert663,-4185.76732743605,-1772.34353065819,10
vert664,-4204.21011437997,-1781.49946459796,10
vert665,-4222.92221337628,-1789.21347624333,10
vert666,-4241.82777297204,-1795.42035449194,10
vert667,-4260.85219780812,-1800.0621600544,10
vert668,-4279.92204461668,-1803.08874194893,10
vert669,-4298.96491821837,-1804.45825393966,10
vert670,-4317.90936751938,-1804.13767091878,10
vert671,-4336.68478150821,-1802.10330523224,10
vert672,-4355.22128525222,-1798.34132294937,10
vert673,-4373.44963589401,-1792.84826007606,10
vert674,-4391.30111864751,-1785.63153871173,10
vert675,-4408.70744279387,-1776.70998315004,10
vert676,-4425.60063767715,-1766.11433592326,10
vert677,-4441.91294869975,-1753.88777379047,10
vert678,-4457.57673331766,-1740.08642366934,10
vert679,-4472.52435703542,-1724.77987851175,10
vert680,-4486.68808940094,-1708.05171312307,10
vert681,-4500.00000000004,-1689.99999986463,10
vert682,-4512.39186177891,-1670.73780244066,10
vert683,-4523.7952448914,-1650.39308287157,10
vert684,-4534.14209417005,-1629.10711443611,10
vert685,-4543.36549710874,-1607.03230584184,10
vert686,-4551.40045917245,-1584.33000307639,10
vert687,-4558.18467910701,-1561.16829127328,10
vert688,-4563.65932424915,-1537.71979659229,10
vert689,-4567.7698058367,-1514.15948811438,10
vert690,-4570.46655431884,-1490.66247975115,10
vert691,-4571.70579466668,-1467.40183216885,10
vert692,-4571.4503216839,-1444.54635472695,10
vert693,-4569.67027531754,-1422.25840743122,10
vert694,-4566.34391596904,-1400.69170290142,10
vert695,-4561.45839980537,-1379.98910835348,10
vert696,-4555.01055407036,-1360.28044759626,10
vert697,-4547.00765239618,-1341.68030304286,10
vert698,-4537.46819011499,-1324.28581773644,10
vert699,-4526.42265957075,-1308.17449739064,10
vert700,-4513.91432543119,-1293.40201244451,10
vert701,-4499.99999999996,-1280.00000020348,10
vert702,-4484.75079763325,-1267.97390650195,10
vert703,-4468.25234587904,-1257.30186573802,10
vert704,-4450.60361753969,-1247.93621539497,10
vert705,-4431.91521946449,-1239.80604926252,10
vert706,-4412.30766044705,-1232.81981051417,10
vert707,-4391.90961912267,-1226.86788477687,10
vert708,-4370.85621186564,-1221.82519319337,10
vert709,-4349.28726068648,-1217.55378547698,10
vert710,-4327.34556112901,-1213.90543295894,10
vert711,-4305.17515016753,-1210.72422162825,10
vert712,-4282.91957410372,-1207.84914516406,10
vert713,-4260.72015646363,-1205.11669796055,10
vert714,-4238.71426589452,-1202.3634681444,10
vert715,-4217.03358406163,-1199.4287305847,10
vert716,-4195.80237354489,-1196.15703989544,10
vert717,-4175.13574573558,-1192.40082343052,10
vert718,-4155.13792873284,-1188.02297427122,10
vert719,-4135.90053524024,-1182.89944420631,10
vert720,-4117.50083046214,-1176.92183670457,10
vert721,-4100.00000000004,-1169.99999983127,10
vert722,-4083.44144369738,-1162.06458311941,10
vert723,-4067.84974413295,-1153.06864994238,10
vert724,-4053.23134767477,-1142.9868934023,10
vert725,-4039.57592017935,-1131.81390761619,10
vert726,-4026.85772863922,-1119.56242273778,10
vert727,-4015.03702283054,-1106.26153998259,10
vert728,-4004.06141696061,-1091.95496665658,10
vert729,-3993.86727131555,-1076.69925118802,10
vert730,-3984.38107390791,-1060.56201816292,10
vert731,-3975.52082212439,-1043.62020336374,10
vert732,-3967.1974043735,-1025.95828881162,10
vert733,-3959.31598173336,-1007.66653781189,10
vert734,-3951.77736959943,-988.839230003097,10
vert735,-3944.47941933234,-969.572896409367,10
vert736,-3937.31839990571,-949.964554496185,10
vert737,-3930.19037955403,-930.109943229588,10
vert738,-3922.99260742055,-910.101758138757,10
vert739,-3915.62489520521,-890.027886382008,10
vert740,-3907.99099881261,-869.969641816194,10
vert741,-3899.99999999999,-850.00000009037,10
vert742,-3891.56767831869,-830.181854665238,10
vert743,-3882.61763068896,-810.566819417373,10
vert744,-3873.08175035426,-791.195418083992,10
vert745,-3862.90045347075,-772.097820457498,10
vert746,-3852.02289599036,-753.294599608267,10
vert747,-3840.40719054383,-734.797489102131,10
vert748,-3828.02062332374,-716.610140212582,10
vert749,-3814.83987096753,-698.728879127675,10
vert750,-3800.85121744046,-681.143464151642,10
vert751,-3786.05077091859,-663.83784290122,10
vert752,-3770.44468067172,-646.790909496676,10
vert753,-3754.04935394626,-629.977261747554,10
vert754,-3736.89167284816,-613.367958333119,10
vert755,-3719.00921122576,-596.931275977516,10
vert756,-3700.45045155264,-580.633466619638,10
vert757,-3681.27500181039,-564.439514577693,10
vert758,-3661.55381237149,-548.313893708496,10
vert759,-3641.36939288199,-532.221324561453,10
vert760,-3620.81602914432,-516.127531527263,10
vert761,-3599.99999999996,-499.99999998352,10
vert762,-3579.03977610486,-483.808727822429,10
vert763,-3558.06575056842,-467.526830368427,10
vert764,-3537.21878215417,-451.130772405326,10
vert765,-3516.64826999618,-434.600453361323,10
vert766,-3496.51021018337,-417.919286868774,10
vert767,-3476.96525235465,-401.074280325218,10
vert768,-3458.17675630492,-384.056114455655,10
vert769,-3440.30884860195,-366.859222876077,10
vert770,-3423.52447921416,-349.481871658255,10
vert771,-3407.98347814924,-331.926238895776,10
vert772,-3393.84061210367,-314.198494271334,10
vert773,-3381.2436411231,-296.308878625277,10
vert774,-3370.33137527356,-278.271783525404,10
vert775,-3361.23173132369,-260.105830838014,10
vert776,-3354.05978943762,-241.833952300218,10
vert777,-3348.91584987894,-223.483469093489,10
vert778,-3345.88348972541,-205.086171418482,10
vert779,-3345.02761959457,-186.678398071089,10
vert780,-3346.39254038027,-168.301116019767,10
vert781,-3350.00000000004,-149.999999970402,10
vert782,-3355.847283061,-131.825507186341,10
vert783,-3363.90615919328,-113.832827173886,10
vert784,-3374.12401278893,-96.0815143118003,10
vert785,-3386.42583175672,-78.6349954445849,10
vert786,-3400.71622922034,-61.5600726779422,10
vert787,-3416.88146521674,-44.9264261742408,10
vert788,-3434.79146839434,-28.8061169479771,10
vert789,-3454.30185771132,-13.2730896612365,10
vert790,-3475.25596413386,1.59732458084637,10
vert791,-3497.48685233445,15.7289054346292,10
vert792,-3520.81934239012,29.0450405225047,10
vert793,-3545.07203148073,41.4692226374438,10
vert794,-3570.05931558718,52.9255469475408,10
vert795,-3595.59341118977,63.3392082005595,10
vert796,-3621.48637696637,72.6369979284804,10
vert797,-3647.55213549076,80.7478016520488,10
vert798,-3673.60849493083,87.6030960853253,10
vert799,-3699.47917074691,93.1374463402354,10
vert800,-3724.99580738998,97.2890031311229,10
vert801,-3749.99999999998,99.9999999793018,10
vert802,-3774.34529342567,101.21724415872,10
vert803,-3797.89859160739,100.892444910747,10
vert804,-3820.54007018829,98.9821285730966,10
vert805,-3842.16249948846,95.4473909779109,10
vert806,-3862.67054480064,90.2536435909597,10
vert807,-3881.98006668594,83.3703596508394,10
vert808,-3900.01742126958,74.7708203081714,10
vert809,-3916.71876053659,64.4318607648006,10
vert810,-3932.02933262759,52.3336164129944,10
vert811,-3945.90278213443,38.4592689746404,10
vert812,-3958.30045039603,22.7947926404451,10
vert813,-3969.190675794,5.32870020913247,10
vert814,-3978.54809404843,-13.9482107733579,10
vert815,-3986.35293851359,-35.0431118746726,10
vert816,-3992.59034047367,-57.9613976368463,10
vert817,-3997.2496294385,-82.7069394371034,10
vert818,-4000.32363343927,-109.28233934866,10
vert819,-4001.80797932428,-137.689184001525,10
vert820,-4001.70039305464,-167.928298443304,10
